Category,Year,Award,Title,Mappers,Link
10 Years of Doom,1994,,Crossing Acheron,John Anderson (Dr. Sleep) ,https://www.doomworld.com/idgames/?id=2558
10 Years of Doom,1994,,Aliens TC,Justin Fisher,https://www.doomworld.com/idgames/themes/aliens/alientc1
10 Years of Doom,1994,,Doomsday of UAC,Leo Martin Lim,https://www.doomworld.com/idgames/?id=420
10 Years of Doom,1994,,Galaxia,Pavel Hodek,https://www.doomworld.com/idgames/?id=627
10 Years of Doom,1994,,Serenity,Bjorn Hermans and Holger Nathrath,https://www.doomworld.com/idgames/?id=1033
10 Years of Doom,1994,,Eternity (Serenity 2),Bjorn Hermans and Holger Nathrath,https://www.doomworld.com/idgames/?id=1046
10 Years of Doom,1994,,Trinity College,"Steve McCrea, Simon Wall, & Elias Papavassilopoulos",https://www.doomworld.com/idgames/?id=791
10 Years of Doom,1994,,Return to Phobos,Michael Kelsey,https://www.doomworld.com/idgames/?id=690
10 Years of Doom,1994,,Slaughter Until Death,The Innocent Crew,https://www.doomworld.com/idgames/?id=461
10 Years of Doom,1994,,The Evil Unleashed,The Innocent Crew,https://www.doomworld.com/idgames/?id=941
10 Years of Doom,1995,,Fava Beans,Sean Birkel,https://www.doomworld.com/idgames/?id=3163
10 Years of Doom,1995,,Infinity (Serenity 3),Bjorn Hermans and Holger Nathrath,https://www.doomworld.com/idgames/?id=2016
10 Years of Doom,1995,,Boothill,Various,https://www.doomworld.com/idgames/?id=2276
10 Years of Doom,1995,,Fistful of Doom,Various,https://www.doomworld.com/idgames/?id=7654
10 Years of Doom,1995,,H2H-Xmas,Various,https://www.doomworld.com/idgames/?id=4904
10 Years of Doom,1995,,The Final Gathering (Gather2),Daniel Norman (Stormin),https://www.doomworld.com/idgames/?id=13480
10 Years of Doom,1995,,Artifact,Paul Schmitz,https://www.doomworld.com/idgames/?id=6380
10 Years of Doom,1995,,Nostromo's Run,Rich Johnston (Nostromo),https://www.doomworld.com/idgames/?id=11997
10 Years of Doom,1995,,Obituary,The Innocent Crew,https://www.doomworld.com/idgames/?id=2021
10 Years of Doom,1995,,The Enigma Episode,Jim Flynn,https://www.doomworld.com/idgames/?id=12220
10 Years of Doom,1995,,Dwango5,Various,
10 Years of Doom,1996,,Memento Mori,Various,https://www.doomworld.com/idgames/?id=4855
10 Years of Doom,1996,,Memento Mori 2,Various,https://www.doomworld.com/idgames/?id=6562
10 Years of Doom,1996,,Dystopia 3,Anthony Czerwonka (Adelusion) and Iikka Keränen,https://www.doomworld.com/idgames/?id=5999
10 Years of Doom,1996,,All Hell is Breaking Loose,Joel Huenink,https://www.doomworld.com/idgames/?id=6480
10 Years of Doom,1996,,AOD-DOOM,Various,https://www.doomworld.com/idgames/?id=12283
10 Years of Doom,1996,,Icarus: Alien Vanguard,TeamTNT,https://www.doomworld.com/idgames/?id=5191
10 Years of Doom,1996,,Polygon Base,Rick Lipsey,https://www.doomworld.com/idgames/?id=4529
10 Years of Doom,1996,,99 Ways to Die,Warren Marshall,https://www.doomworld.com/idgames/?id=5508
10 Years of Doom,1996,,The Troopers' Playground,Matthias Worch,https://www.doomworld.com/idgames/?id=5302
10 Years of Doom,1996,,Hidden Mountain Factory,Grzegorz Werner,https://www.doomworld.com/idgames/?id=5563
10 Years of Doom,1997,,Requiem,Various,https://www.doomworld.com/idgames/?id=8194
10 Years of Doom,1997,,Eternal Doom,TeamTNT,https://www.doomworld.com/idgames/?id=8688
10 Years of Doom,1997,,GothicDM,Various,https://www.doomworld.com/idgames/?id=8221
10 Years of Doom,1997,,STRAIN,Alpha Dog Alliance,https://www.doomworld.com/idgames/?id=8467
10 Years of Doom,1997,,Mordeth,Gaston Lahaut (Mordeth),https://www.doomworld.com/idgames/?id=7694
10 Years of Doom,1997,,Talosian Incident,The Black Star Coven,https://www.doomworld.com/idgames/?id=8131
10 Years of Doom,1997,,Dawn of the Dead,Jan Van der Veken,https://www.doomworld.com/idgames/?id=8120
10 Years of Doom,1997,,Hell Revealed,Yonatan Donner and Haggay Niv,https://www.doomworld.com/idgames/?id=7947
10 Years of Doom,1997,,Hell's Eventide,"Marty Ihlen, Travers Dunne (traversd) and Rick Clark",https://www.doomworld.com/idgames/?id=8323
10 Years of Doom,1997,,Chord NG,Malcolm Sailor,https://www.doomworld.com/idgames/?id=8631
10 Years of Doom,1998,,GothicDM 2,Various,https://www.doomworld.com/idgames/?id=9318
10 Years of Doom,1998,,Cyberdreams,Présage (Gonzalo Pérez de la Ossa and Albert Valls),https://www.doomworld.com/idgames/?id=9277
10 Years of Doom,1998,,Phobos,Roger Ritenour,https://www.doomworld.com/idgames/?id=9597
10 Years of Doom,1998,,Earth,Roger Ritenour,https://www.doomworld.com/idgames/?id=9627
10 Years of Doom,1998,,Venom,Ola Björling,https://www.doomworld.com/idgames/?id=9215
10 Years of Doom,1998,,Tantrum 2,Ola Björling,https://www.doomworld.com/idgames/?id=9644
10 Years of Doom,1998,,Dickie 10,Richard Wiles,https://www.doomworld.com/idgames/?id=9621
10 Years of Doom,1998,,Run Buddy,Michael Krause – Boom-compatible,https://www.doomworld.com/idgames/?id=9312
10 Years of Doom,1998,,Odessa 14,Bob Evans,https://www.doomworld.com/idgames/?id=9329
10 Years of Doom,1998,,Crestfallen,Martin Friberg (Cocoon),https://www.doomworld.com/idgames/?id=9524
10 Years of Doom,1999,,Batman Doom,ACE Team,https://www.doomworld.com/idgames/?id=12391
10 Years of Doom,1999,,The Darkening,Various,https://www.doomworld.com/idgames/?id=9907
10 Years of Doom,1999,,KZDoom1,Kurt Kesler,https://www.doomworld.com/idgames/?id=10149
10 Years of Doom,1999,,Crusades,Richard Wiles,https://www.doomworld.com/idgames/?id=10386
10 Years of Doom,1999,,Chord G,Malcolm Sailor,https://www.doomworld.com/idgames/?id=10136
10 Years of Doom,1999,,Jägermörder,Derek MacDonald (Afterglow),https://www.doomworld.com/idgames/?id=10288
10 Years of Doom,1999,,Twilight Warrior,Black Shadow Software,https://www.doomworld.com/idgames/?id=10328
10 Years of Doom,1999,,Demonfear,Adam Windsor,https://www.doomworld.com/idgames/?id=10639
10 Years of Doom,1999,,Assault on Tei Tenga,Sam Ketner,https://www.doomworld.com/idgames/?id=10674
10 Years of Doom,1999,,Herian 2,Ian Wilson,https://www.doomworld.com/idgames/?id=10563
10 Years of Doom,2000,,The Darkening Episode 2,Various,https://www.doomworld.com/idgames/?id=10782
10 Years of Doom,2000,,10 Sectors,Various,https://www.doomworld.com/idgames/?id=10973
10 Years of Doom,2000,,Chord 3,Malcolm Sailor,https://www.doomworld.com/idgames/?id=10860
10 Years of Doom,2000,,Classic Episode,"Jan Van der Veken, et al.",https://www.doomworld.com/idgames/?id=11658
10 Years of Doom,2000,,Hell Factory,Tomi Rajala,https://www.doomworld.com/idgames/?id=10707
10 Years of Doom,2000,,Painful Evil,Tomi Rajala,https://www.doomworld.com/idgames/?id=10986
10 Years of Doom,2000,,ZanZan,Edmundo Bordeu,https://www.doomworld.com/idgames/?id=12287
10 Years of Doom,2000,,KZDoom6,Kurt Kesler,https://www.doomworld.com/idgames/?id=10994
10 Years of Doom,2000,,Atomic Tomb,Brad Spencer (Vorpal),https://www.doomworld.com/idgames/?id=10780
10 Years of Doom,2000,,Containment Area,J.C. Bengtson (SailorScout),https://www.doomworld.com/idgames/?id=10568
10 Years of Doom,2001,,Sin City,Edward Cripps (Ed),https://www.doomworld.com/idgames/?id=11278
10 Years of Doom,2001,,SlayeR,Richard Wiles,https://www.doomworld.com/idgames/?id=11486
10 Years of Doom,2001,,Null Space,Russell Pearson,https://www.doomworld.com/idgames/?id=11435
10 Years of Doom,2001,,Doom Resurrection,Tommie Quick (Fatal),https://www.doomworld.com/idgames/?id=11411
10 Years of Doom,2001,,The Darkest Hour,ReX Claussen,https://www.doomworld.com/idgames/?id=11385
10 Years of Doom,2001,,Equinox,B.P.R.D,https://www.doomworld.com/idgames/?id=11412
10 Years of Doom,2001,,Vrack 2b,Fredrik Johansson,https://www.doomworld.com/idgames/?id=11438
10 Years of Doom,2001,,Phobia,Kristian Käll (Kristus),https://www.doomworld.com/idgames/?id=11324
10 Years of Doom,2001,,KZDoom7,Kurt Kesler,https://www.doomworld.com/idgames/?id=11115
10 Years of Doom,2001,,Revolution!,Thomas van der Velden (t.v.),https://www.doomworld.com/idgames/?id=11848
10 Years of Doom,2002,,Alien Vendetta,Various,https://www.doomworld.com/idgames/?id=11790
10 Years of Doom,2002,,2002 A Doom Odyssey,Various,https://www.doomworld.com/idgames/?id=11657
10 Years of Doom,2002,,Caverns of Darkness,The Chaos Crew,https://www.doomworld.com/idgames/?id=11550
10 Years of Doom,2002,,Dark 7,Bryant Robinson (Gunrock),https://www.doomworld.com/idgames/?id=11772
10 Years of Doom,2002,,Dark 7: Mission Pack,Bryant Robinson (Gunrock),https://www.doomworld.com/idgames/?id=16811
10 Years of Doom,2002,,Nimrod,Unholy Software,https://www.doomworld.com/idgames/?id=11610
10 Years of Doom,2002,,CH Retro Episode,Christian Hansen (c-cooper),https://www.doomworld.com/idgames/?id=11561
10 Years of Doom,2002,,Ruma,Esa Repo (Espi),https://www.doomworld.com/idgames/?id=11572
10 Years of Doom,2002,,007: Licence to Spell DooM,Stephen Clark (The Ultimate DooMer),https://www.doomworld.com/idgames/?id=11787
10 Years of Doom,2002,,"Rip It, Tear It, Smash It",Christian Hansen (c-cooper),https://www.doomworld.com/idgames/?id=11784
10 Years of Doom,2002,,Congestion Control,Karthik Abhiram,https://www.doomworld.com/idgames/?id=11694
10 Years of Doom,2003,,Phobos: Anomaly Reborn,Christopher Lutz,https://www.doomworld.com/idgames/?id=11822
10 Years of Doom,2003,,Void,"Mike ""Cyb"" Watson",https://www.doomworld.com/idgames/?id=12227
10 Years of Doom,2003,,Scythe,Erik Alm,https://www.doomworld.com/idgames/?id=11944
10 Years of Doom,2003,,Brotherhood of Ruin,Kristian Aro,https://www.doomworld.com/idgames/?id=11866
10 Years of Doom,2003,,Doom 64: Absolution,Various,
10 Years of Doom,2003,,MassMouth 2,Mike Watson (Cyb),https://www.doomworld.com/idgames/?id=12090
10 Years of Doom,2003,,Doom Raider,Russell Pearson,https://www.doomworld.com/idgames/?id=12035
10 Years of Doom,2003,,Helpyourselfish,Christian Hansen (c-cooper),https://www.doomworld.com/idgames/?id=11995
10 Years of Doom,2003,,RTC-3057 Demo,Team Future,https://www.doomworld.com/3ddownloads/misc/3057demo.zip
10 Years of Doom,2003,,Space Station Omega,Ethan Watson (GooberMan),https://www.doomworld.com/idgames/?id=11865
11th Cacowards 2004,2004,Winners,Action Doom,Stephen Browning (Scuba Steve),https://www.doomworld.com/idgames/?id=12671
11th Cacowards 2004,2004,Winners,Decade,Russell Pearson,https://www.doomworld.com/idgames/?id=12849
11th Cacowards 2004,2004,Winners,RTC-3057,Team Future,https://www.doomworld.com/idgames/?id=12747
11th Cacowards 2004,2004,Winners,Grove,B.P.R.D,https://www.doomworld.com/idgames/?id=12430
11th Cacowards 2004,2004,Winners,Tremor,Ross Mathieson (zarkyb),https://www.doomworld.com/idgames/?id=12782
11th Cacowards 2004,2004,Winners,Chosen,LilWhiteMouse,https://www.doomworld.com/idgames/?id=12363
11th Cacowards 2004,2004,Winners,Phobos Revisited,ReX Claussen,https://www.doomworld.com/idgames/?id=12835
11th Cacowards 2004,2004,Winners,Hell Revealed 2,Various,https://www.doomworld.com/idgames/?id=12349
11th Cacowards 2004,2004,Winners,Community Chest 2,Various,https://www.doomworld.com/idgames/?id=13024
11th Cacowards 2004,2004,Winners,Zdoom Community Map,Various,https://www.doomworld.com/idgames/?id=12815
11th Cacowards 2004,2004,Runners-Up,Super Sonic Doom,Stephen Clark (The Ultimate DooMer),https://www.doomworld.com/idgames/?id=13056
11th Cacowards 2004,2004,Runners-Up,Deus Vult,Huy Pham (Doom Marine),https://www.doomworld.com/idgames/?id=12597
11th Cacowards 2004,2004,Runners-Up,Massmas,Mike Watson (Cyb),https://www.doomworld.com/idgames/?id=13055
11th Cacowards 2004,2004,Honorable Mention,Daedalus: Alien Defense,TeamTNT,https://www.doomworld.com/idgames/?id=12291
11th Cacowards 2004,2004,Best DM Level,8 Bits Deathmatch,G0dCells,https://www.doomworld.com/idgames/?id=12451
11th Cacowards 2004,2004,Worst Wad,Doom: Rampage Edition,"""Doom Rampage""",
11th Cacowards 2004,2004,Mordeth Award,Hellcore,Various,https://www.doomworld.com/idgames/?id=12870
11th Cacowards 2004,2004,Mockaward,Doomworld Forums 3,Anonymous,https://www.doomworld.com/idgames/?id=12371
12th Cacowards 2005,2005,Winners,Simplicity,Melissa McGee (Agent Spork),https://www.doomworld.com/idgames/?id=15043
12th Cacowards 2005,2005,Winners,Scythe 2,Erik Alm,https://www.doomworld.com/idgames/?id=13600
12th Cacowards 2005,2005,Winners,HedRox,Rodrigo Acevedo (ElRodo),https://www.doomworld.com/idgames/?id=13458
12th Cacowards 2005,2005,Winners,Suspended in Dusk,Esa Repo (Espi),https://www.doomworld.com/idgames/?id=13851
12th Cacowards 2005,2005,Winners,Kama Sutra,Adolf Vojta (Gusta) and Jakub Razak (_MethoD_),https://www.doomworld.com/idgames/?id=13290
12th Cacowards 2005,2005,Winners,Congestion 1024,Various,https://www.doomworld.com/idgames/?id=13958
12th Cacowards 2005,2005,Winners,Hi-Tech Hell 2: Alien Tech,Simo Malinen,https://www.doomworld.com/idgames/?id=13603
12th Cacowards 2005,2005,Winners,Temple of Chaos 2: Warped Reality,Melissa McGee (Agent Spork),https://www.doomworld.com/idgames/?id=13402
12th Cacowards 2005,2005,Winners,Crimson Canyon,Jeffrey Graham (psyren),https://www.doomworld.com/idgames/?id=13317
12th Cacowards 2005,2005,Winners,Total Control,Ronald Lubbelinkhof (Dutch Devil),https://www.doomworld.com/idgames/?id=13845
12th Cacowards 2005,2005,Runners-Up,For Whom the Bell Tolls,didy,https://www.doomworld.com/idgames/?id=13934
12th Cacowards 2005,2005,Runners-Up,Altar of Evil,Ronald Lubbelinkhof (Dutch Devil),https://www.doomworld.com/idgames/?id=13700
12th Cacowards 2005,2005,What the Hell!?,Happy Time Circus,Rachel Schmitz (Negatronica),https://www.doomworld.com/idgames/?id=13488
12th Cacowards 2005,2005,Best DM Level,Nimrod: Project Doom,Team Future,https://www.doomworld.com/idgames/?id=14015
12th Cacowards 2005,2005,Worst Wad,1994 Wads(Just in general),Too Many to Name,
12th Cacowards 2005,2005,Mordeth Award,Jägermörder 2: Terra Nova,Derek MacDonald (Afterglow),https://www.doomworld.com/idgames/?id=13722
12th Cacowards 2005,2005,Mockaward,Kama Sutra,Adolf Vojta (Gusta) and Jakub Razak (_MethoD_),https://www.doomworld.com/idgames/?id=13290
13th Cacowards 2006,2006,Winners,Phocas Island 2,Chris Hopkins (chopkinsca),https://www.doomworld.com/idgames/?id=14661
13th Cacowards 2006,2006,Winners,IC2005,Ian Cunnings (The Flange Peddler),https://www.doomworld.com/idgames/?id=14025
13th Cacowards 2006,2006,Winners,Hellcore v2.0,Devon West (Darkfyre) and Robert Babor (Fusion),https://www.doomworld.com/idgames/?id=14651
13th Cacowards 2006,2006,Winners,Newdoom Community Map Project,Various,https://www.doomworld.com/idgames/?id=14102
13th Cacowards 2006,2006,Winners,Operation Overlord,Nigel Rowand (Enjay),https://www.doomworld.com/idgames/?id=14095
13th Cacowards 2006,2006,Winners,Vae Victus 2,Derek Braun (Dittohead),https://www.doomworld.com/idgames/?id=14582
13th Cacowards 2006,2006,Winners,Phobia: The Age,Kristian Käll (Kristus),https://www.doomworld.com/idgames/?id=14248
13th Cacowards 2006,2006,Winners,Foreverhood v1.0,Brian Goodsell (Skadoomer),
13th Cacowards 2006,2006,Winners,Classic Episode 2: Singularity Complex,Jan Van der Veken,https://www.doomworld.com/idgames/?id=14090
13th Cacowards 2006,2006,Winners,Crucified Dreams,Various,https://www.doomworld.com/idgames/?id=14485
13th Cacowards 2006,2006,Runners-Up,Oniria,Aluqah,https://www.doomworld.com/idgames/?id=14521
13th Cacowards 2006,2006,Runners-Up,Zen Dynamics,Xaser,https://www.doomworld.com/idgames/?id=14669
13th Cacowards 2006,2006,Escher Award,Impossible: A New Reality,JK,https://www.doomworld.com/idgames/?id=14650
13th Cacowards 2006,2006,Best DM Level,Dynamite Deathmatch,Matt Cibulas (RottKing),https://www.doomworld.com/idgames/?id=14568
13th Cacowards 2006,2006,Worst Wad,Nazi Auferstehung,Dark Exodus,
13th Cacowards 2006,2006,Mordeth Award,Crucified Dreams,Various,https://www.doomworld.com/idgames/?id=14485
13th Cacowards 2006,2006,Mockaward,How Not To Be Seen!,Wills,https://www.doomworld.com/idgames/?id=14111
13th Cacowards 2006,2006,Mockaward,TurboCharged ARCADE!,Xaser,https://www.doomworld.com/idgames/?id=14671
14th Cacowards 2007,2007,Winners,Genesis of Descent,Nick Laurent (hobomaster22),https://www.doomworld.com/idgames/?id=14866
14th Cacowards 2007,2007,Winners,Cheogsh,Shadowman,https://www.doomworld.com/idgames/?id=15060
14th Cacowards 2007,2007,Winners,Songs of the Damned,Trevor Primmett (iori),https://www.doomworld.com/idgames/?id=14710
14th Cacowards 2007,2007,Winners,The Dying End,Christopher Lutz,https://www.doomworld.com/idgames/?id=15016
14th Cacowards 2007,2007,Winners,Sine Die,didy,https://www.doomworld.com/idgames/?id=15135
14th Cacowards 2007,2007,Winners,Knee Deep in Zdoom,Various,https://www.doomworld.com/idgames/?id=15531
14th Cacowards 2007,2007,Winners,Community Chest 3,Various,https://www.doomworld.com/idgames/?id=15156
14th Cacowards 2007,2007,Winners,Epic,Alexander S. (Eternal),https://www.doomworld.com/idgames/?id=15125
14th Cacowards 2007,2007,Winners,Ultimate Torment and Torture,Daniel Gimmer (Tormentor667),https://www.doomworld.com/idgames/?id=15107
14th Cacowards 2007,2007,Winners,The Outer Darkness,Varun Abhirama Krishna,https://www.doomworld.com/idgames/?id=15061
14th Cacowards 2007,2007,Runners-Up,Demons of Problematique,Dennis Meuwissen (Exl) ,https://www.doomworld.com/idgames/?id=15048
14th Cacowards 2007,2007,Runners-Up,Wonderful Doom,Wraith,https://www.doomworld.com/idgames/?id=16642
14th Cacowards 2007,2007,Best Multiplayer Level,32in24-5,YEDS,https://www.doomworld.com/idgames/levels/doom2/deathmatch/Ports/megawads/32in24-5
14th Cacowards 2007,2007,Worst Wad,Anything Gamarra,Giulio Galassi (Glassyman),
14th Cacowards 2007,2007,Mordeth Award,Knee-Deep in Zdoom,Various,
14th Cacowards 2007,2007,Mockaward,It Only Gets Worse,Wills,https://www.doomworld.com/idgames/?id=15034
15th Cacowards 2008,2008,Winners,Deus Vult II,Huy Pham (Doom Marine),https://www.doomworld.com/idgames/?id=15238
15th Cacowards 2008,2008,Winners,Gravity,Alexander S. (Eternal),https://www.doomworld.com/idgames/?id=15467
15th Cacowards 2008,2008,Winners,Urban Brawl: Action Doom 2,Action Team,https://www.doomworld.com/idgames/?id=15430
15th Cacowards 2008,2008,Winners,Eternal Doom IV,TeamTNT,https://www.doomworld.com/idgames/?id=15193
15th Cacowards 2008,2008,Winners,Thunderpeak,Björn Ostmann (Vader),https://www.doomworld.com/idgames/?id=15409
15th Cacowards 2008,2008,Winners,Back to Basics,Esa Repo (Espi),https://www.doomworld.com/idgames/?id=15174
15th Cacowards 2008,2008,Winners,BGPA Missions: Liberation,Nigel Rowand (Enjay),https://www.doomworld.com/idgames/?id=15457
15th Cacowards 2008,2008,Winners,Chex Quest 3,Charles Jacobi,http://www.chucktropolis.com/downloads/ChexQuest3.zip
15th Cacowards 2008,2008,Winners,Escape from Castle Chezcrea,Paul Hiebert (Creaphis),https://www.doomworld.com/idgames/?id=15220
15th Cacowards 2008,2008,Winners,Cold as Hell,Jonaya Riley,https://www.doomworld.com/idgames/?id=15496
15th Cacowards 2008,2008,Runners-Up,Remain III,"Alexander ""Eternal"" S.",https://www.doomworld.com/idgames/?id=15426
15th Cacowards 2008,2008,Runners-Up,XXXI CyberSky,"Alexander ""Eternal"" S.",https://www.doomworld.com/idgames/?id=15434
15th Cacowards 2008,2008,This is my Boomstick,Diaz: The Last Hours of Purity (WW Hits Collection),WildWeasel,https://www.doomworld.com/idgames/?id=15465
15th Cacowards 2008,2008,Best Multiplayer Level,32in24-7,YEDS,https://www.doomworld.com/idgames/?id=15397
15th Cacowards 2008,2008,Mordeth Award,Deus Vult II,Huy Pham (Doom Marine),https://www.doomworld.com/idgames/?id=15238
15th Cacowards 2008,2008,Mockaward,Community is Falling 3,Samuel Villarreal (Kaiser),https://www.doomworld.com/idgames/?id=15252
16th Cacowards 2009,2009,Winners,Hell Ground ,Alexander S. (Eternal),https://www.doomworld.com/idgames/?id=15919
16th Cacowards 2009,2009,Winners,NewDoom Community Project II,Various,https://www.doomworld.com/idgames/?id=15652
16th Cacowards 2009,2009,Winners,Harmony,Thomas van der Velden (t.v.),
16th Cacowards 2009,2009,Winners,Mapgame,Ravage,https://www.doomworld.com/idgames/?id=15671
16th Cacowards 2009,2009,Winners,Legacy of Suffering,LoganMTM,https://www.doomworld.com/idgames/?id=15942
16th Cacowards 2009,2009,Winners,Tribute,Zalewa,https://www.doomworld.com/idgames/?id=15603
16th Cacowards 2009,2009,Winners,Ghouls vs Humans,Cutman Mike,https://www.doomworld.com/idgames/?id=15553
16th Cacowards 2009,2009,Winners,Whispers of Satan,Paul Corfiatis and Kristian Aro,https://www.doomworld.com/idgames/?id=15950
16th Cacowards 2009,2009,Winners,Demons of Problematique 2,Dennis Meuwissen (Exl) ,https://www.doomworld.com/idgames/?id=15862
16th Cacowards 2009,2009,Winners,Plutonia 2,Plutonia 2 Team,https://www.doomworld.com/idgames/?id=15550
